Crop,Year,Province,Seeded Area,Harvested Area,Yield,Production
Chickpeas,2017,Saskatchewan,57.8,40.4,1.9,75.2
Chickpeas,2018,Saskatchewan,64.7,64.7,1.5,95.6
Chickpeas,2019,Saskatchewan,149.2,146.1,1.9,276.5
Chickpeas,2020,Saskatchewan,134.2,130.4,1.7,225
Chickpeas,2021,Saskatchewan,121,118,1.7,200
Chickpeas,2022,Saskatchewan,0,0,0,0
Chickpeas,2023,Saskatchewan,0,0,0,0
Mustard Seed,2014,Saskatchewan,109.3,108.5,1.1,117.3
Mustard Seed,2015,Saskatchewan,147.7,141.6,1,138.6
Mustard Seed,2016,Saskatchewan,103.2,97.1,0.9,91.5
Mustard Seed,2017,Saskatchewan,151.7,141.6,1.1,162.3
Mustard Seed,2018,Saskatchewan,117.3,115.3,0.8,94.5
Mustard Seed,2019,Saskatchewan,152,147.4,0.9,134.7
Mustard Seed,2020,Saskatchewan,118.2,113.6,0.9,106.2
Mustard Seed,2021,Saskatchewan,69.7,68.3,0.9,63
Mustard Seed,2022,Saskatchewan,83.2,80,0.6,45.8
Mustard Seed,2023,Saskatchewan,163.1,160.4,0.7,115
Sunflower Seed,2014,Saskatchewan,0,0,0,0
Sunflower Seed,2015,Saskatchewan,0,0,0,0
Sunflower Seed,2016,Saskatchewan,0,0,0,0
Sunflower Seed,2017,Saskatchewan,0,0,0,0
Sunflower Seed,2018,Saskatchewan,0,0,0,0
Sunflower Seed,2019,Saskatchewan,2.5,2.5,1.5,3.7
Sunflower Seed,2020,Saskatchewan,0,0,0,0
Sunflower Seed,2021,Saskatchewan,3.1,3.1,1.4,4.2
Sunflower Seed,2022,Saskatchewan,1.4,0,0,0
Sunflower Seed,2023,Saskatchewan,0,0,0,0
Canary Seed,2014,Saskatchewan,85,85,1.5,131
Canary Seed,2015,Saskatchewan,115.7,111.3,1.2,134.9
Canary Seed,2016,Saskatchewan,131.5,127.5,1.2,148.6
Canary Seed,2017,Saskatchewan,105.2,94.7,1.5,140.3
Canary Seed,2018,Saskatchewan,103.1,103.1,1.4,145
Canary Seed,2019,Saskatchewan,100.4,99.9,1.5,145.6
Canary Seed,2020,Saskatchewan,106.8,104.4,1.5,153
Canary Seed,2021,Saskatchewan,132.8,132.5,1.7,220.5
Canary Seed,2022,Saskatchewan,116.7,115.5,1,120.2
Canary Seed,2023,Saskatchewan,109.3,108.9,1.3,144
Winter Wheat,2014,New Brunswick,0.6,0.6,3.7,2.2
Winter Wheat,2015,New Brunswick,0,0,0,0
Winter Wheat,2016,New Brunswick,0,0,0,0
Winter Wheat,2017,New Brunswick,0,0,0,0
Winter Wheat,2018,New Brunswick,0,0,0,0
Winter Wheat,2019,New Brunswick,1.6,1.4,3.5,4.9
Winter Wheat,2020,New Brunswick,2.3,1.2,4.3,5.2
Winter Wheat,2021,New Brunswick,0.5,0.4,3,1.2
Winter Wheat,2022,New Brunswick,0.6,0.4,5.1,2
Winter Wheat,2023,New Brunswick,0.1,0.1,2.7,0.3
Spring Wheat,2014,New Brunswick,1.6,1.6,3.2,5.1
Spring Wheat,2015,New Brunswick,3.2,3.2,2.8,9.1
Spring Wheat,2016,New Brunswick,4,4,3.5,13.9
Spring Wheat,2017,New Brunswick,3.8,3.4,3.4,11.4
Spring Wheat,2018,New Brunswick,2.8,2.8,3.7,10.3
Spring Wheat,2019,New Brunswick,2.9,2.8,3.4,9.6
Spring Wheat,2020,New Brunswick,3.7,3.7,3.6,13.2
Spring Wheat,2021,New Brunswick,4.9,4.8,2.7,13.1
Spring Wheat,2022,New Brunswick,2.2,2.2,3.7,8.1
Spring Wheat,2023,New Brunswick,3.6,3.5,3.8,13.2
CW Red Spring,2014,New Brunswick,0,0,0,0
CW Red Spring,2015,New Brunswick,0,0,0,0
CW Red Spring,2016,New Brunswick,0,0,0,0
CW Red Spring,2017,New Brunswick,0,0,0,0
CW Red Spring,2018,New Brunswick,0,0,0,0
CW Red Spring,2019,New Brunswick,0,0,0,0
CW Red Spring,2020,New Brunswick,0,0,0,0
CW Red Spring,2021,New Brunswick,0,0,0,0
CW Red Spring,2022,New Brunswick,0,0,0,0
CW Red Spring,2023,New Brunswick,0,0,0,0
Canada Prairie Spring,2014,New Brunswick,0,0,0,0
Canada Prairie Spring,2015,New Brunswick,0,0,0,0
Canada Prairie Spring,2016,New Brunswick,0,0,0,0
Canada Prairie Spring,2017,New Brunswick,0,0,0,0
Canada Prairie Spring,2018,New Brunswick,0,0,0,0
Canada Prairie Spring,2019,New Brunswick,0,0,0,0
Canada Prairie Spring,2020,New Brunswick,0,0,0,0
Canada Prairie Spring,2021,New Brunswick,0,0,0,0
Canada Prairie Spring,2022,New Brunswick,0,0,0,0
Canada Prairie Spring,2023,New Brunswick,0,0,0,0
Northern Hard Red,2014,New Brunswick,0,0,0,0
Northern Hard Red,2015,New Brunswick,0,0,0,0
Northern Hard Red,2016,New Brunswick,0,0,0,0
Northern Hard Red,2017,New Brunswick,0,0,0,0
Northern Hard Red,2018,New Brunswick,0,0,0,0
Northern Hard Red,2019,New Brunswick,0.2,0.1,4,0.4
Northern Hard Red,2020,New Brunswick,0,0,0,0
Northern Hard Red,2021,New Brunswick,0,0,0,0
Northern Hard Red,2022,New Brunswick,0,0,0,0
Northern Hard Red,2023,New Brunswick,0,0,0,0
CW Extra Strong,2014,New Brunswick,0,0,0,0
CW Extra Strong,2015,New Brunswick,0,0,0,0
CW Extra Strong,2016,New Brunswick,0,0,0,0
CW Extra Strong,2017,New Brunswick,0,0,0,0
CW Extra Strong,2018,New Brunswick,0,0,0,0
CW Extra Strong,2019,New Brunswick,0,0,0,0
CW Extra Strong,2020,New Brunswick,0,0,0,0
CW Extra Strong,2021,New Brunswick,0,0,0,0
CW Extra Strong,2022,New Brunswick,0,0,0,0
CW Extra Strong,2023,New Brunswick,0,0,0,0
CW Soft White Spring,2014,New Brunswick,0,0,0,0
CW Soft White Spring,2015,New Brunswick,0,0,0,0
CW Soft White Spring,2016,New Brunswick,0,0,0,0
CW Soft White Spring,2017,New Brunswick,0,0,0,0
CW Soft White Spring,2018,New Brunswick,0,0,0,0
CW Soft White Spring,2019,New Brunswick,0,0,0,0
CW Soft White Spring,2020,New Brunswick,0,0,0,0
CW Soft White Spring,2021,New Brunswick,0,0,0,0
CW Soft White Spring,2022,New Brunswick,0,0,0,0
CW Soft White Spring,2023,New Brunswick,0,0,0,0
Other Spring Wheat,2014,New Brunswick,0,0,0,0
Other Spring Wheat,2015,New Brunswick,0,0,0,0
Other Spring Wheat,2016,New Brunswick,0,0,0,0
Other Spring Wheat,2017,New Brunswick,0,0,0,0
Other Spring Wheat,2018,New Brunswick,0,0,0,0
Other Spring Wheat,2019,New Brunswick,2.7,2.7,3.4,9.2
Other Spring Wheat,2020,New Brunswick,2,2,3.6,7.1
Other Spring Wheat,2021,New Brunswick,0.6,0.6,3.2,1.9
Other Spring Wheat,2022,New Brunswick,0.7,0.7,3,2.1
Other Spring Wheat,2023,New Brunswick,0,0,0,0
Durum,2014,New Brunswick,0,0,0,0
Durum,2015,New Brunswick,0,0,0,0
Durum,2016,New Brunswick,0,0,0,0
Durum,2017,New Brunswick,0,0,0,0
Durum,2018,New Brunswick,0,0,0,0
Durum,2019,New Brunswick,0,0,0,0
Durum,2020,New Brunswick,0,0,0,0
Durum,2021,New Brunswick,0,0,0,0
Durum,2022,New Brunswick,0,0,0,0
Durum,2023,New Brunswick,0,0,0,0
Oats,2014,New Brunswick,8.1,7.7,2.6,19.9
Oats,2015,New Brunswick,10.9,10.5,2.6,27
Oats,2016,New Brunswick,10.9,10.7,3,32.2
Oats,2017,New Brunswick,10.2,10.1,2.8,28.6
Oats,2018,New Brunswick,10.5,9.9,3,29.3
Oats,2019,New Brunswick,8.9,8.3,2.4,19.7
Oats,2020,New Brunswick,7.6,7,2.9,20
Oats,2021,New Brunswick,5.7,5.2,2.6,13.7
Oats,2022,New Brunswick,12.7,12.5,3.4,43
Oats,2023,New Brunswick,11.6,11.5,3.4,39.3
Barley,2014,New Brunswick,8.9,8.5,2.9,24.6
Barley,2015,New Brunswick,7.3,6.9,2.9,20.1
Barley,2016,New Brunswick,7.3,7.3,3.6,26.1
Barley,2017,New Brunswick,6.9,6.5,3.5,22.6
Barley,2018,New Brunswick,5.7,5.5,3.7,20.4
Barley,2019,New Brunswick,4.5,4.5,2.8,12.8
Barley,2020,New Brunswick,5.5,5.4,3.7,19.8
Barley,2021,New Brunswick,8.1,7.5,2.3,17.6
Barley,2022,New Brunswick,6.9,6.8,3.3,22.7
Barley,2023,New Brunswick,5.7,5.6,3.6,19.9
Rye,2014,New Brunswick,0,0,0,0
Rye,2015,New Brunswick,0,0,0,0
Rye,2016,New Brunswick,0,0,0,0
Rye,2017,New Brunswick,0,0,0,0
Rye,2018,New Brunswick,0,0,0,0
Rye,2019,New Brunswick,0.4,0,0,0
Rye,2020,New Brunswick,0.3,0,0,0
Rye,2021,New Brunswick,0.2,0,0,0
Rye,2022,New Brunswick,1.1,0,0,0
Rye,2023,New Brunswick,0.1,0.1,2.7,0.3
Mixed Grains,2014,New Brunswick,0,0,0,0
Mixed Grains,2015,New Brunswick,0,0,0,0
Mixed Grains,2016,New Brunswick,0,0,0,0
Mixed Grains,2017,New Brunswick,0,0,0,0
Mixed Grains,2018,New Brunswick,0,0,0,0
Mixed Grains,2019,New Brunswick,0,0,0,0
Mixed Grains,2020,New Brunswick,0.7,0.3,2,0.6
Mixed Grains,2021,New Brunswick,0.1,0,0,0
Mixed Grains,2022,New Brunswick,0.5,0,0,0
Mixed Grains,2023,New Brunswick,0.4,0,0,0
Corn,2014,New Brunswick,4,4,7,27.9
Corn,2015,New Brunswick,3.6,3.6,6.8,24.4
Corn,2016,New Brunswick,3.6,3.4,7.6,25.9
Corn,2017,New Brunswick,4.5,4.2,7.9,33
Corn,2018,New Brunswick,6.5,6.3,8.4,52.8
Corn,2019,New Brunswick,6.1,5.9,7.7,45.3
Corn,2020,New Brunswick,3.7,3.7,7,26
Corn,2021,New Brunswick,3.6,3.4,6.6,22.3
Corn,2022,New Brunswick,3.4,2.9,8.6,25
Corn,2023,New Brunswick,4.8,4.8,8.9,42.9
Flaxseed,2014,New Brunswick,0,0,0,0
Flaxseed,2015,New Brunswick,0,0,0,0
Flaxseed,2016,New Brunswick,0,0,0,0
Flaxseed,2017,New Brunswick,0,0,0,0
Flaxseed,2018,New Brunswick,0,0,0,0
Flaxseed,2019,New Brunswick,0,0,0,0
Flaxseed,2020,New Brunswick,0,0,0,0
Flaxseed,2021,New Brunswick,0,0,0,0
Flaxseed,2022,New Brunswick,0,0,0,0
Flaxseed,2023,New Brunswick,0,0,0,0
Canola,2014,New Brunswick,3,3,2,6.1
Canola,2015,New Brunswick,0,0,0,0
Canola,2016,New Brunswick,0,0,0,0
Canola,2017,New Brunswick,0,0,0,0
Canola,2018,New Brunswick,0,0,0,0
Canola,2019,New Brunswick,0.4,0.4,2,0.8
Canola,2020,New Brunswick,0.6,0.6,2,1.2
Canola,2021,New Brunswick,0.5,0.3,2.3,0.7
Canola,2022,New Brunswick,0,0,0,0
Canola,2023,New Brunswick,0.5,0.5,2.4,1.2
Soybeans,2014,New Brunswick,6.5,6.5,2,13.2
Soybeans,2015,New Brunswick,5.3,5.1,2.3,11.7
Soybeans,2016,New Brunswick,4.5,4.5,2.4,10.9
Soybeans,2017,New Brunswick,5.4,5.3,2.4,12.8
Soybeans,2018,New Brunswick,8.5,8.5,1.9,16.2
Soybeans,2019,New Brunswick,5.7,5.3,2.8,14.9
Soybeans,2020,New Brunswick,4.5,4.5,2.1,9.5
Soybeans,2021,New Brunswick,3.1,3,1.8,5.4
Soybeans,2022,New Brunswick,3.2,3.1,2.9,8.8
Soybeans,2023,New Brunswick,0,0,0,0
Dry Peas,2014,New Brunswick,0,0,0,0
Dry Peas,2015,New Brunswick,0,0,0,0
Dry Peas,2016,New Brunswick,0,0,0,0
Dry Peas,2017,New Brunswick,0,0,0,0
Dry Peas,2018,New Brunswick,0,0,0,0
Dry Peas,2019,New Brunswick,0.4,0.4,0.8,0.3
Dry Peas,2020,New Brunswick,0.5,0.2,1.5,0.3
Dry Peas,2021,New Brunswick,0.9,0.9,1.7,1.5
Dry Peas,2022,New Brunswick,0,0,0,0
Dry Peas,2023,New Brunswick,0,0,0,0
Dry White Beans,2014,New Brunswick,0,0,0,0
Dry White Beans,2015,New Brunswick,0,0,0,0
Dry White Beans,2016,New Brunswick,0,0,0,0
Dry White Beans,2017,New Brunswick,0,0,0,0
Dry White Beans,2018,New Brunswick,0,0,0,0
Dry White Beans,2019,New Brunswick,0,0,0,0
Dry White Beans,2020,New Brunswick,0,0,0,0
Dry White Beans,2021,New Brunswick,0,0,0,0
Dry White Beans,2022,New Brunswick,0,0,0,0
Dry White Beans,2023,New Brunswick,0,0,0,0
Coloured Beans,2014,New Brunswick,0,0,0,0
Coloured Beans,2015,New Brunswick,0,0,0,0
Coloured Beans,2016,New Brunswick,0,0,0,0
Coloured Beans,2017,New Brunswick,0,0,0,0
Coloured Beans,2018,New Brunswick,0,0,0,0
Coloured Beans,2019,New Brunswick,0.4,0.4,1.3,0.5
Coloured Beans,2020,New Brunswick,0,0,0,0
Coloured Beans,2021,New Brunswick,0,0,0,0
Coloured Beans,2022,New Brunswick,0,0,0,0
Coloured Beans,2023,New Brunswick,0,0,0,0
Lentils,2014,New Brunswick,0,0,0,0
Lentils,2015,New Brunswick,0,0,0,0
Lentils,2016,New Brunswick,0,0,0,0
Lentils,2017,New Brunswick,0,0,0,0
Lentils,2018,New Brunswick,0,0,0,0
Lentils,2019,New Brunswick,0,0,0,0
Lentils,2020,New Brunswick,0,0,0,0
Lentils,2021,New Brunswick,0,0,0,0
Lentils,2022,New Brunswick,0,0,0,0
Lentils,2023,New Brunswick,0,0,0,0
Mustard Seed,2014,New Brunswick,0,0,0,0
Mustard Seed,2015,New Brunswick,0,0,0,0
Mustard Seed,2016,New Brunswick,0,0,0,0
Mustard Seed,2017,New Brunswick,0,0,0,0
Mustard Seed,2018,New Brunswick,0,0,0,0
Mustard Seed,2019,New Brunswick,0,0,0,0
Mustard Seed,2020,New Brunswick,0,0,0,0
Mustard Seed,2021,New Brunswick,0,0,0,0
Mustard Seed,2022,New Brunswick,0,0,0,0
Mustard Seed,2023,New Brunswick,0,0,0,0
Sunflower Seed,2014,New Brunswick,0,0,0,0
Sunflower Seed,2015,New Brunswick,0,0,0,0
Sunflower Seed,2016,New Brunswick,0,0,0,0
Sunflower Seed,2017,New Brunswick,0,0,0,0
Sunflower Seed,2018,New Brunswick,0,0,0,0
Sunflower Seed,2019,New Brunswick,0,0,0,0
Sunflower Seed,2020,New Brunswick,0,0,0,0
Sunflower Seed,2021,New Brunswick,0,0,0,0
Sunflower Seed,2022,New Brunswick,0.1,0,0,0
Sunflower Seed,2023,New Brunswick,0,0,0,0
Canary Seed,2014,New Brunswick,0,0,0,0
Canary Seed,2015,New Brunswick,0,0,0,0
Canary Seed,2016,New Brunswick,0,0,0,0
Canary Seed,2017,New Brunswick,0,0,0,0
Canary Seed,2018,New Brunswick,0,0,0,0
Canary Seed,2019,New Brunswick,0,0,0,0
Canary Seed,2020,New Brunswick,0,0,0,0
Canary Seed,2021,New Brunswick,0,0,0,0
Canary Seed,2022,New Brunswick,0,0,0,0
Canary Seed,2023,New Brunswick,0,0,0,0
Winter Wheat,2014,Manitoba,242.8,172,4.6,783.8
Winter Wheat,2015,Manitoba,176,121.4,3.9,470.8
Winter Wheat,2016,Manitoba,95.1,89,4.1,367.4
Winter Wheat,2017,Manitoba,66.8,65.2,4.9,322.5
Winter Wheat,2018,Manitoba,56.7,28.3,4.2,117.7
Winter Wheat,2019,Manitoba,28.3,16.6,3.6,60.4
Winter Wheat,2020,Manitoba,18.4,16.2,4.1,67
Winter Wheat,2021,Manitoba,13,12,4.5,54.1
Winter Wheat,2022,Manitoba,21.8,17,3.5,59.3
Winter Wheat,2023,Manitoba,29.7,10.7,3.5,37.6
Spring Wheat,2014,Manitoba,1185.6,1176.3,3.7,4376.2
Spring Wheat,2015,Manitoba,1070.4,1046.1,3.2,3326.7
Spring Wheat,2016,Manitoba,1187.7,1163.4,3.3,3850.9
Spring Wheat,2017,Manitoba,1143.7,1127.5,3.5,3895
Spring Wheat,2018,Manitoba,1062.4,1057.1,4.1,4358.1
Spring Wheat,2019,Manitoba,1154.2,1148.4,4.1,4717.4
Spring Wheat,2020,Manitoba,1254.5,1211.8,4.1,4955.7
Spring Wheat,2021,Manitoba,1257.1,1253.8,4.1,5184.5
Spring Wheat,2022,Manitoba,1150,1144.4,3.2,3686.7
Spring Wheat,2023,Manitoba,1208.2,1193.7,3.9,4668.4
CW Red Spring,2014,Manitoba,1135.1,1127,3.7,4191.2
CW Red Spring,2015,Manitoba,1031.9,1011.7,3.2,3197.8
CW Red Spring,2016,Manitoba,1141.2,1129.1,3.3,3714.9
CW Red Spring,2017,Manitoba,1058.3,1044.1,3.4,3543.5
CW Red Spring,2018,Manitoba,1001.6,999.6,4.1,4089.7
CW Red Spring,2019,Manitoba,1048.1,1042.3,4.1,4272.4
CW Red Spring,2020,Manitoba,1153.2,1115.4,4.1,4567.2
CW Red Spring,2021,Manitoba,1153.1,1150,4.1,4744
CW Red Spring,2022,Manitoba,1032.1,1027.6,3.2,3310.1
CW Red Spring,2023,Manitoba,1100.2,1087.3,3.9,4244.6
Canada Prairie Spring,2014,Manitoba,24.3,24.3,3.4,82.2
Canada Prairie Spring,2015,Manitoba,6.1,5.7,3.2,18.2
Canada Prairie Spring,2016,Manitoba,6.9,6.9,3.9,27.2
Canada Prairie Spring,2017,Manitoba,20.2,19.4,3.9,76.6
Canada Prairie Spring,2018,Manitoba,15.4,15.4,4.9,76.2
Canada Prairie Spring,2019,Manitoba,20.6,20.6,4,81.9
Canada Prairie Spring,2020,Manitoba,20.2,18.3,4,72.5
Canada Prairie Spring,2021,Manitoba,18.9,18.9,4.6,86.5
Canada Prairie Spring,2022,Manitoba,28,28,3.5,98.6
Canada Prairie Spring,2023,Manitoba,38.1,0,0,0
Northern Hard Red,2014,Manitoba,0,0,0,0
Northern Hard Red,2015,Manitoba,0,0,0,0
Northern Hard Red,2016,Manitoba,0,0,0,0
Northern Hard Red,2017,Manitoba,0,0,0,0
Northern Hard Red,2018,Manitoba,0,0,0,0
Northern Hard Red,2019,Manitoba,65.2,65.2,4.6,296.7
Northern Hard Red,2020,Manitoba,70.4,68.3,4.1,280.5
Northern Hard Red,2021,Manitoba,78.6,78.5,4.2,327.4
Northern Hard Red,2022,Manitoba,79.9,78.8,3.2,253.1
Northern Hard Red,2023,Manitoba,64.6,63.1,4,249.3
CW Extra Strong,2014,Manitoba,2,2,3.4,6.8
CW Extra Strong,2015,Manitoba,6.5,6.5,3.4,22
CW Extra Strong,2016,Manitoba,4,4,4.6,18.4
CW Extra Strong,2017,Manitoba,14.2,14.2,4.4,61.8
CW Extra Strong,2018,Manitoba,8.1,8.1,4.2,34
CW Extra Strong,2019,Manitoba,7.8,7.8,2.6,20.4
CW Extra Strong,2020,Manitoba,3,3,3.2,9.6
CW Extra Strong,2021,Manitoba,0,0,0,0
CW Extra Strong,2022,Manitoba,0,0,0,0
CW Extra Strong,2023,Manitoba,0,0,0,0
CW Soft White Spring,2014,Manitoba,12.1,12.1,4.5,54.4
CW Soft White Spring,2015,Manitoba,1.6,1.6,4.4,7.1
CW Soft White Spring,2016,Manitoba,3.2,2.4,3.7,8.8
CW Soft White Spring,2017,Manitoba,10.1,8.9,4.6,40.8
CW Soft White Spring,2018,Manitoba,4.9,4.9,4.2,20.8
CW Soft White Spring,2019,Manitoba,0,0,0,0
CW Soft White Spring,2020,Manitoba,0,0,0,0
CW Soft White Spring,2021,Manitoba,0,0,0,0
CW Soft White Spring,2022,Manitoba,0,0,0,0
CW Soft White Spring,2023,Manitoba,0,0,0,0
Other Spring Wheat,2014,Manitoba,12.1,10.9,3.8,41.6
Other Spring Wheat,2015,Manitoba,24.3,20.6,4,81.6
Other Spring Wheat,2016,Manitoba,32.4,21,3.9,81.6
Other Spring Wheat,2017,Manitoba,40.9,40.9,4.2,172.3
Other Spring Wheat,2018,Manitoba,32.4,29.1,4.7,137.4
Other Spring Wheat,2019,Manitoba,8.5,8.5,3.8,32.3
Other Spring Wheat,2020,Manitoba,6.9,6.1,3.7,22.5
Other Spring Wheat,2021,Manitoba,4.8,0,0,0
Other Spring Wheat,2022,Manitoba,6.6,6.6,3,19.8
Other Spring Wheat,2023,Manitoba,0,0,0,0
Durum,2014,Manitoba,0,0,0,0
Durum,2015,Manitoba,0,0,0,0
Durum,2016,Manitoba,0,0,0,0
Durum,2017,Manitoba,0,0,0,0
Durum,2018,Manitoba,0,0,0,0
Durum,2019,Manitoba,0,0,0,0
Durum,2020,Manitoba,7.4,7.4,3.7,27.3
Durum,2021,Manitoba,12.5,12.5,2.8,35.3
Durum,2022,Manitoba,6.2,6.2,2.7,16.8
Durum,2023,Manitoba,14.2,14.2,3.8,53.4
Oats,2014,Manitoba,202.3,174,3.5,613.8
Oats,2015,Manitoba,170,151.8,3.5,524.4
Oats,2016,Manitoba,198.3,165.9,3.6,595.3
Oats,2017,Manitoba,179.7,153.8,3.7,569.1
Oats,2018,Manitoba,210.4,194.2,4.2,820.5
Oats,2019,Manitoba,196.2,180.3,3.9,709
Oats,2020,Manitoba,212.5,196.3,4,793.8
Oats,2021,Manitoba,281.3,263,4.2,1117
Oats,2022,Manitoba,300.8,270.7,2.8,766.5
Oats,2023,Manitoba,282.1,262.9,4.4,1168.6
Barley,2014,Manitoba,206.4,186.2,4.1,756.6
Barley,2015,Manitoba,129.5,113.3,3.1,354.9
Barley,2016,Manitoba,182.1,161.9,3.7,598.7
Barley,2017,Manitoba,168.3,151.8,3.9,587.9
Barley,2018,Manitoba,107.2,101.2,4.3,437.6
Barley,2019,Manitoba,131.1,123.6,4.1,500.9
Barley,2020,Manitoba,136.1,127.8,4.1,528.9
Barley,2021,Manitoba,168.1,159.6,4.3,686.4
Barley,2022,Manitoba,169.9,149.1,2.9,439.2
Barley,2023,Manitoba,171.4,164.5,4,657.3
Rye,2014,Manitoba,34.4,28.3,3.1,86.4
Rye,2015,Manitoba,24.3,22.3,3,66
Rye,2016,Manitoba,30.4,26.3,3,78.7
Rye,2017,Manitoba,50.6,42.5,3.3,139.7
Rye,2018,Manitoba,32.4,30.4,4.3,131.8
Rye,2019,Manitoba,23.4,18.3,3.8,69.9
Rye,2020,Manitoba,40.1,35,3.8,132.6
Rye,2021,Manitoba,45.8,34.7,4.1,141.4
Rye,2022,Manitoba,42.4,29.9,3.5,105.3
Rye,2023,Manitoba,66.6,57.2,3.5,201.3
Mixed Grains,2014,Manitoba,0,0,0,0
Mixed Grains,2015,Manitoba,0,0,0,0
Mixed Grains,2016,Manitoba,8.1,2,2.5,4.9
Mixed Grains,2017,Manitoba,9.1,4,2.4,9.4
Mixed Grains,2018,Manitoba,5.3,1.6,2.6,4.1
Mixed Grains,2019,Manitoba,6.1,4.3,3.1,13.2
Mixed Grains,2020,Manitoba,10,4.7,1.9,8.9
Mixed Grains,2021,Manitoba,23.5,13.2,1.8,24
Mixed Grains,2022,Manitoba,19.1,7.4,1.8,13.1
Mixed Grains,2023,Manitoba,0,0,0,0
Corn,2014,Manitoba,153.8,151.8,8,1219.3
Corn,2015,Manitoba,113.3,103.2,6.7,696
Corn,2016,Manitoba,111.3,103.2,7.6,787.4
Corn,2017,Manitoba,147.7,137.6,8.5,1168.5
Corn,2018,Manitoba,165.9,157.8,8,1270.1
Corn,2019,Manitoba,170.4,169,7.1,1200
Corn,2020,Manitoba,186.1,172.1,6.9,1185.1
Corn,2021,Manitoba,150.7,148.7,7.7,1140.3
Corn,2022,Manitoba,179,167.6,6,1004.7
Corn,2023,Manitoba,153.2,150.6,8.8,1331.6
Flaxseed,2014,Manitoba,48.6,43.7,1.7,72.8
Flaxseed,2015,Manitoba,48.6,48.2,1.6,78.7
Flaxseed,2016,Manitoba,50.6,48.6,1.5,71.9
Flaxseed,2017,Manitoba,33.5,33.2,1.7,57.9
Flaxseed,2018,Manitoba,24.3,24.3,1.9,45.3
Flaxseed,2019,Manitoba,15.2,14.8,1.7,24.7
Flaxseed,2020,Manitoba,35.2,28.9,1.5,42.3
Flaxseed,2021,Manitoba,26.5,24.8,1.9,46
Flaxseed,2022,Manitoba,36.5,34.8,1.1,38.2
Flaxseed,2023,Manitoba,20.7,20.3,2.1,41.7
Canola,2014,Manitoba,1315.2,1305.1,2.3,3025.5
Canola,2015,Manitoba,1284.9,1274.8,2,2510.6
Canola,2016,Manitoba,1301.1,1290.9,2.2,2857.6
Canola,2017,Manitoba,1294.8,1254.5,2.1,2608.2
Canola,2018,Manitoba,1278.8,1276.8,2.5,3147.9
Canola,2019,Manitoba,1382.4,1367.5,2.4,3318.4
Canola,2020,Manitoba,1338.6,1298.5,2.4,3056.3
Canola,2021,Manitoba,1381.6,1374.6,2.3,3190.7
Canola,2022,Manitoba,1385.7,1371.9,2,2800.1
Canola,2023,Manitoba,1327.7,1302.9,2.4,3162.4
Soybeans,2014,Manitoba,424.9,422.9,2.5,1068.2
Soybeans,2015,Manitoba,526.1,522,2.1,1107.7
Soybeans,2016,Manitoba,570.6,568.6,2.4,1390.7
Soybeans,2017,Manitoba,665.9,641.4,2.8,1769
Soybeans,2018,Manitoba,926.7,924.7,2.4,2245.3
Soybeans,2019,Manitoba,764.9,756.9,2.3,1731.6
Soybeans,2020,Manitoba,594.7,571.5,2,1122.3
Soybeans,2021,Manitoba,465.2,463.6,2.5,1162.8
Soybeans,2022,Manitoba,521,517.3,2,1015.9
Soybeans,2023,Manitoba,459.2,456.2,2.9,1318.5
Dry Peas,2014,Manitoba,24.2,24.2,2.8,67.7
Dry Peas,2015,Manitoba,26.3,25.5,2.4,60
Dry Peas,2016,Manitoba,28.3,27.1,2.9,78.2
Dry Peas,2017,Manitoba,66,63.9,2.6,164.2
Dry Peas,2018,Manitoba,26.2,25.4,3.2,80.3
Dry Peas,2019,Manitoba,34.4,33.1,3.2,104.8
Dry Peas,2020,Manitoba,50.8,49.4,3.3,163.9
Dry Peas,2021,Manitoba,70.9,69.8,3.5,246.2
Dry Peas,2022,Manitoba,86.2,85.4,2.3,200.3
Dry Peas,2023,Manitoba,76.3,75.7,3.4,255.5
Dry White Beans,2014,Manitoba,13,13,1.7,22
Dry White Beans,2015,Manitoba,12.1,10.1,1.8,18.1
Dry White Beans,2016,Manitoba,8.1,8.1,2.1,17.2
Dry White Beans,2017,Manitoba,12.3,11.3,1.8,20.4
Dry White Beans,2018,Manitoba,12.1,11.7,2.3,27.2
Dry White Beans,2019,Manitoba,12.2,12,1.9,23.1
Dry White Beans,2020,Manitoba,19.2,16.4,1.8,29.8
Dry White Beans,2021,Manitoba,20.5,20.5,2.3,47.8
Dry White Beans,2022,Manitoba,18.9,18.3,1.4,25.4
Dry White Beans,2023,Manitoba,9.3,9.2,2.3,21.3
Coloured Beans,2014,Manitoba,32.3,32.3,2.3,75
Coloured Beans,2015,Manitoba,38.3,38.3,1.7,64.7
Coloured Beans,2016,Manitoba,28.2,28.2,2.3,63.5
Coloured Beans,2017,Manitoba,33.7,32.9,1.8,59.4
Coloured Beans,2018,Manitoba,42.8,42.8,2.4,103.1
Coloured Beans,2019,Manitoba,42.8,41.7,2,83.6
Coloured Beans,2020,Manitoba,48.9,45.6,1.8,79.8
Coloured Beans,2021,Manitoba,62.3,62,2.4,151.5
Coloured Beans,2022,Manitoba,56.8,55.7,1.4,80.6
Coloured Beans,2023,Manitoba,41.3,41,2.7,108.7
Lentils,2014,Manitoba,0,0,0,0
Lentils,2015,Manitoba,0,0,0,0
